timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status,hour,day_of_week,month,is_weekend,is_peak_hour,time_of_day,location_name,road_type,zone,road_capacity,free_flow_speed,total_vehicle_count,volume_capacity_ratio,speed_ratio,volume_score,speed_score,accident_score,weather_score,peak_hour_score,signal_score,congestion_score
2024-01-02 01:22:00,3,468,39.20163899374352,654,64,21,Foggy,16.31106157569919,82.45782462449776,0,Yellow,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,739,0.26,0.5600234141963361,5,26,0,5,0,2,38
2024-01-02 01:23:00,1,476,48.58767627436397,707,76,27,Foggy,24.412894762215945,33.57837507772629,0,Green,1,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,810,0.39666666666666667,1.0797261394303104,10,0,0,5,0,0,15
2024-01-02 01:24:00,3,528,39.09824568154084,319,0,38,Sunny,34.09607128984649,49.06383279705838,1,Green,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,357,0.29333333333333333,0.5585463668791548,5,26,10,0,0,0,41
2024-01-02 01:25:00,3,524,49.3421465184572,101,4,22,Foggy,15.00166844043915,89.46909870889121,0,Green,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,127,0.2911111111111111,0.7048878074065315,5,16,0,5,0,0,26
2024-01-02 01:26:00,2,175,71.57338381507621,106,79,3,Cloudy,12.381311372608131,55.33967274617972,0,Green,1,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,188,0.175,1.4314676763015242,5,0,0,1,0,0,6
2024-01-02 01:27:00,2,444,55.53808226372574,244,14,3,Windy,12.98501605190784,37.86937343791553,0,Red,1,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,261,0.444,1.1107616452745148,10,0,0,2,0,5,17
2024-01-02 01:28:00,2,866,61.67922636861052,35,27,46,Foggy,29.577466906253747,88.1576797229448,0,Yellow,1,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,108,0.866,1.2335845273722104,30,0,0,5,0,2,37
2024-01-02 01:29:00,2,930,41.8802405740602,841,94,20,Windy,18.75262010711409,89.04837882250416,0,Yellow,1,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,955,0.93,0.837604811481204,40,8,0,2,0,2,52
2024-01-02 01:30:00,5,855,64.31035271063112,377,22,36,Rainy,15.609170692309492,41.22256111432286,0,Red,1,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,435,1.2214285714285715,1.8374386488751748,40,0,0,4,0,5,49
2024-01-02 01:31:00,4,625,59.99702509276234,182,16,40,Rainy,18.8211029593375,81.88822852441025,0,Yellow,1,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,238,0.6944444444444444,1.4999256273190587,20,0,0,4,0,2,26
2024-01-02 01:32:00,1,374,27.173719865123388,629,97,1,Foggy,26.133270320738045,53.42539957163351,0,Green,1,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,727,0.31166666666666665,0.6038604414471864,10,16,0,5,0,0,31
2024-01-02 01:33:00,3,441,54.35857118693507,687,12,6,Windy,23.669678120707093,52.88210786920287,0,Red,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,705,0.245,0.7765510169562153,5,8,0,2,0,5,20
2024-01-02 01:34:00,5,979,35.40460977858548,533,13,48,Rainy,28.58973516303065,45.7618579138141,1,Green,1,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,594,1.3985714285714286,1.0115602793881566,40,0,10,4,0,0,54
2024-01-02 01:35:00,1,737,68.24574017801557,369,10,15,Foggy,18.47685371204441,32.68261647329379,0,Red,1,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,394,0.6141666666666666,1.5165720039559014,20,0,0,5,0,5,30
2024-01-02 01:36:00,5,677,45.55626250801637,700,27,16,Windy,21.300714336617133,46.08053902111341,0,Green,1,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,743,0.9671428571428572,1.301607500229039,40,0,0,2,0,0,42
2024-01-02 01:37:00,5,489,79.68104991178923,483,41,19,Foggy,12.549209224073088,33.22661431998312,0,Yellow,1,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,543,0.6985714285714286,2.276601426051121,20,0,0,5,0,2,27
2024-01-02 01:38:00,3,253,25.550026276337828,846,95,22,Windy,11.826466150819536,85.4623227815978,0,Yellow,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,963,0.14055555555555554,0.3650003753762547,5,35,0,2,0,2,44
2024-01-02 01:39:00,4,535,66.8208717644095,856,98,33,Rainy,21.556381071102518,69.7032403435637,0,Yellow,1,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,987,0.5944444444444444,1.6705217941102375,20,0,0,4,0,2,26
2024-01-02 01:40:00,2,882,60.42210401252939,394,60,10,Foggy,17.53991518614809,83.19735900098348,0,Red,1,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,464,0.882,1.2084420802505877,30,0,0,5,0,5,40
2024-01-02 01:41:00,4,80,66.04992983544233,111,63,33,Rainy,25.32001430340327,73.03744088823424,0,Yellow,1,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,207,0.08888888888888889,1.6512482458860582,5,0,0,4,0,2,11
2024-01-02 01:42:00,3,437,38.45178772942738,200,30,32,Foggy,11.075054136114298,37.87721226495836,0,Red,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,262,0.2427777777777778,0.549311253277534,5,26,0,5,0,5,41
2024-01-02 01:43:00,3,674,49.52326936294404,762,80,25,Sunny,13.044159439989135,86.43489220411787,0,Green,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,867,0.37444444444444447,0.7074752766134863,10,16,0,0,0,0,26
2024-01-02 01:44:00,3,926,67.7905111834225,320,72,1,Rainy,31.62977027765988,83.99358321796603,0,Yellow,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,393,0.5144444444444445,0.9684358740488928,20,0,0,4,0,2,26
2024-01-02 01:45:00,1,483,33.9524798972513,679,9,22,Rainy,24.15779053797761,50.88456467406214,0,Green,1,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,710,0.4025,0.7544995532722512,10,8,0,4,0,0,22
2024-01-02 01:46:00,4,886,33.561991807319124,811,7,40,Cloudy,27.80136334228068,36.69200042110059,0,Yellow,1,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,858,0.9844444444444445,0.8390497951829781,40,8,0,1,0,2,51
2024-01-02 01:47:00,4,975,53.06305719769594,208,20,21,Rainy,31.049302967682397,72.24928504733242,0,Green,1,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,249,1.0833333333333333,1.3265764299423985,40,0,0,4,0,0,44
2024-01-02 01:48:00,5,425,51.41381477179135,878,76,33,Windy,21.595858573751308,73.70167816420334,0,Red,1,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,987,0.6071428571428571,1.4689661363368958,20,0,0,2,0,5,27
2024-01-02 01:49:00,5,393,36.93574822477597,881,58,14,Foggy,29.0265095991869,83.80974269044242,0,Yellow,1,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,953,0.5614285714285714,1.0553070921364562,20,0,0,5,0,2,27
2024-01-02 01:50:00,5,492,37.88453903148937,333,49,9,Sunny,23.114639476838107,33.1593455670648,0,Red,1,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,391,0.7028571428571428,1.0824154008996962,30,0,0,0,0,5,35
2024-01-02 01:51:00,3,628,36.67070979239393,512,68,14,Windy,15.568719256842597,38.50223028164231,0,Red,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,594,0.3488888888888889,0.5238672827484847,10,26,0,2,0,5,43
2024-01-02 01:52:00,4,124,66.29072371990927,147,69,41,Windy,18.44140422002349,65.89492757275093,0,Green,1,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,257,0.13777777777777778,1.6572680929977317,5,0,0,2,0,0,7
2024-01-02 01:53:00,3,606,59.11405193374764,538,29,28,Windy,22.25876102639152,67.14789305220495,0,Yellow,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,595,0.33666666666666667,0.8444864561963948,10,8,0,2,0,2,22
2024-01-02 01:54:00,1,821,69.94503100461516,445,94,22,Windy,17.92213880430677,32.016579738900376,0,Red,1,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,561,0.6841666666666667,1.5543340223247812,20,0,0,2,0,5,27
2024-01-02 01:55:00,5,715,78.52838169884132,578,16,16,Sunny,18.388192283747458,53.8159230636995,0,Green,1,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,610,1.0214285714285714,2.243668048538323,40,0,0,0,0,0,40
2024-01-02 01:56:00,3,204,48.44985777631919,584,74,8,Cloudy,18.43482078121916,65.04970387656294,0,Green,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,666,0.11333333333333333,0.6921408253759884,5,16,0,1,0,0,22
2024-01-02 01:57:00,3,479,24.00163288432693,206,19,49,Rainy,13.070999471427603,74.27467998910403,0,Green,1,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,274,0.26611111111111113,0.342880469776099,5,35,0,4,0,0,44
2024-01-02 01:58:00,1,412,22.885538624722127,569,47,35,Windy,12.116065180306284,48.96904150669971,0,Yellow,1,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,651,0.3433333333333333,0.5085675249938251,10,26,0,2,0,2,40
2024-01-02 01:59:00,2,497,37.73990235629715,472,72,8,Rainy,11.162400992282608,59.034209581310485,0,Yellow,1,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,552,0.497,0.754798047125943,10,8,0,4,0,2,24
2024-01-02 02:00:00,4,283,75.95267536114704,490,1,15,Rainy,12.773906525858418,78.84329233872054,0,Green,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,506,0.31444444444444447,1.898816884028676,10,0,0,4,0,0,14
2024-01-02 02:01:00,2,612,51.392783298252496,757,36,35,Windy,18.59267730339045,87.23370383386444,0,Yellow,2,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,828,0.612,1.02785566596505,20,0,0,2,0,2,24
2024-01-02 02:02:00,5,867,36.30719096480775,584,0,47,Cloudy,24.846795144576426,43.81888052339073,0,Green,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,631,1.2385714285714287,1.0373483132802215,40,0,0,1,0,0,41
2024-01-02 02:03:00,3,311,43.95000767066117,243,3,32,Rainy,14.703673180235224,45.18253234919378,1,Yellow,2,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,278,0.17277777777777778,0.6278572524380167,5,16,10,4,0,2,37
2024-01-02 02:04:00,1,876,55.91570644428025,173,99,30,Foggy,32.20022115006595,86.38909124603254,0,Yellow,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,302,0.73,1.2425712543173388,30,0,0,5,0,2,37
2024-01-02 02:05:00,1,174,59.17697948827053,579,53,5,Rainy,30.20956078098624,53.75466904576101,0,Green,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,637,0.145,1.3150439886282341,5,0,0,4,0,0,9
2024-01-02 02:06:00,4,960,29.235170586974306,370,24,9,Windy,23.01317782022909,73.10089947124456,0,Green,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,403,1.0666666666666667,0.7308792646743576,40,16,0,2,0,0,58
2024-01-02 02:07:00,2,294,78.62190059271056,166,2,15,Sunny,28.105245770334,66.73591372379258,0,Yellow,2,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,183,0.294,1.5724380118542112,5,0,0,0,0,2,7
2024-01-02 02:08:00,4,591,52.68633361896733,595,8,3,Rainy,19.15821311746896,47.135260787643375,0,Green,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,606,0.6566666666666666,1.3171583404741833,20,0,0,4,0,0,24
2024-01-02 02:09:00,3,987,28.14129906753676,368,85,21,Cloudy,10.919444818327248,69.2137333174815,0,Green,2,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,474,0.5483333333333333,0.402018558107668,20,35,0,1,0,0,56
2024-01-02 02:10:00,4,534,73.61811520076802,201,86,12,Foggy,32.6083211883135,69.3339540574184,1,Green,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,299,0.5933333333333334,1.8404528800192004,20,0,10,5,0,0,35
2024-01-02 02:11:00,1,171,24.47830586476573,656,75,15,Foggy,13.19483720644555,65.54659112454458,0,Green,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,746,0.1425,0.5439623525503495,5,26,0,5,0,0,36
2024-01-02 02:12:00,1,174,74.46412599065076,198,73,28,Sunny,33.698433659491286,35.97964949097077,0,Yellow,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,299,0.145,1.6547583553477947,5,0,0,0,0,2,7
2024-01-02 02:13:00,5,598,79.79393937733894,58,33,5,Sunny,24.29706470665275,89.71030934244226,0,Red,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,96,0.8542857142857143,2.279826839352541,30,0,0,0,0,5,35
2024-01-02 02:14:00,5,219,62.02590794939023,791,42,25,Rainy,17.63907652553575,54.02498767024965,0,Yellow,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,858,0.31285714285714283,1.7721687985540067,10,0,0,4,0,2,16
2024-01-02 02:15:00,3,173,66.22683326443939,22,73,10,Windy,22.38811558279612,68.29505912381933,0,Green,2,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,105,0.0961111111111111,0.9460976180634199,5,0,0,2,0,0,7
2024-01-02 02:16:00,2,918,40.23817018804918,83,93,23,Cloudy,22.540745223077355,83.14570164675716,0,Green,2,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,199,0.918,0.8047634037609837,40,8,0,1,0,0,49
2024-01-02 02:17:00,4,84,76.49461116403603,48,21,28,Foggy,10.582176986064548,55.39730930519018,0,Yellow,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,97,0.09333333333333334,1.9123652791009007,5,0,0,5,0,2,12
2024-01-02 02:18:00,3,136,51.78283796650206,391,69,2,Sunny,18.886496297103463,76.43550340833292,0,Green,2,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,462,0.07555555555555556,0.7397548280928865,5,16,0,0,0,0,21
2024-01-02 02:19:00,5,695,63.94330679585329,542,1,9,Cloudy,28.496644988572932,88.30946548076436,0,Yellow,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,552,0.9928571428571429,1.8269516227386653,40,0,0,1,0,2,43
2024-01-02 02:20:00,4,757,75.44646295467678,116,93,0,Windy,22.7517297237677,51.5360856151829,1,Red,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,209,0.8411111111111111,1.8861615738669193,30,0,10,2,0,5,47
2024-01-02 02:21:00,5,835,78.5107985585305,889,65,42,Foggy,16.105752925239607,54.3161742139642,0,Green,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,996,1.1928571428571428,2.2431656731008713,40,0,0,5,0,0,45
2024-01-02 02:22:00,4,250,69.99226139580045,461,31,25,Foggy,18.3777465009236,84.33456353979412,0,Red,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,517,0.2777777777777778,1.7498065348950114,5,0,0,5,0,5,15
2024-01-02 02:23:00,2,418,38.1810504189218,222,15,11,Windy,31.576359827898727,39.57857206891098,0,Red,2,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,248,0.418,0.7636210083784359,10,8,0,2,0,5,25
2024-01-02 02:24:00,3,846,77.99285099312493,430,75,13,Foggy,23.13874175375574,31.71569030156654,0,Green,2,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,518,0.47,1.1141835856160704,10,0,0,5,0,0,15
2024-01-02 02:25:00,4,126,57.68717187461431,40,0,24,Windy,23.2088030637809,84.53334029094671,0,Green,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,64,0.14,1.4421792968653577,5,0,0,2,0,0,7
2024-01-02 02:26:00,1,108,75.83854858111759,570,71,7,Foggy,34.03668647627525,79.29549444705482,0,Yellow,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,648,0.09,1.6853010795803909,5,0,0,5,0,2,12
2024-01-02 02:27:00,1,480,60.56630154886111,754,47,42,Rainy,18.022034975916085,88.35498195307991,0,Yellow,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,843,0.4,1.3459178121969135,10,0,0,4,0,2,16
2024-01-02 02:28:00,4,687,38.43433771086323,121,49,3,Windy,21.98852812765571,33.494266962640694,0,Green,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,173,0.7633333333333333,0.9608584427715808,30,0,0,2,0,0,32
2024-01-02 02:29:00,4,549,42.20147144856895,65,12,27,Cloudy,30.292839943020848,39.37063982645924,0,Yellow,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,104,0.61,1.0550367862142238,20,0,0,1,0,2,23
2024-01-02 02:30:00,4,962,53.02830662617643,85,14,6,Rainy,28.97280622217574,36.31875354538853,0,Red,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,105,1.068888888888889,1.3257076656544107,40,0,0,4,0,5,49
2024-01-02 02:31:00,1,158,67.40089049359293,622,52,9,Cloudy,16.644985548216816,71.00496793762255,0,Red,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,683,0.13166666666666665,1.4977975665242873,5,0,0,1,0,5,11
2024-01-02 02:32:00,1,785,39.07895308042009,183,43,35,Foggy,13.777276190134646,66.3606044248286,0,Green,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,261,0.6541666666666667,0.868421179564891,20,8,0,5,0,0,33
2024-01-02 02:33:00,4,327,54.783869968051526,130,7,1,Cloudy,27.51761440468421,51.56011196323559,0,Yellow,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,138,0.36333333333333334,1.3695967492012882,10,0,0,1,0,2,13
2024-01-02 02:34:00,5,117,40.737499614584095,357,73,25,Rainy,16.441404420179868,33.4454087641347,0,Green,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,455,0.16714285714285715,1.1639285604166885,5,0,0,4,0,0,9
2024-01-02 02:35:00,5,118,68.94616427810644,142,45,49,Windy,33.06689571310603,68.37971904279246,0,Red,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,236,0.16857142857142857,1.969890407945898,5,0,0,2,0,5,12
2024-01-02 02:36:00,2,214,48.00368562607703,724,68,13,Sunny,13.231192349730652,64.2072291069034,0,Green,2,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,805,0.214,0.9600737125215406,5,0,0,0,0,0,5
2024-01-02 02:37:00,3,538,24.603369611173115,466,18,15,Cloudy,17.957880003369414,36.77419266363695,0,Green,2,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,499,0.29888888888888887,0.3514767087310445,5,35,0,1,0,0,41
2024-01-02 02:38:00,5,354,29.963151288892185,630,37,42,Sunny,11.369681173122844,84.53458226842284,0,Green,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,709,0.5057142857142857,0.856090036825491,20,8,0,0,0,0,28
2024-01-02 02:39:00,1,958,23.666280057177936,310,10,41,Cloudy,27.58263267158445,41.93698258031944,0,Green,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,361,0.7983333333333333,0.5259173346039542,30,26,0,1,0,0,57
2024-01-02 02:40:00,5,723,49.95817676085952,690,42,16,Cloudy,32.28156622288496,74.61054912863139,0,Red,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,748,1.032857142857143,1.4273764788817007,40,0,0,1,0,5,46
2024-01-02 02:41:00,2,414,26.380237840893628,431,19,45,Windy,25.896863183275176,83.1045517525769,0,Green,2,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,495,0.414,0.5276047568178726,10,26,0,2,0,0,38
2024-01-02 02:42:00,2,903,26.848398158577925,634,19,21,Foggy,33.443825387787086,64.76849944162251,0,Green,2,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,674,0.903,0.5369679631715585,40,26,0,5,0,0,71
2024-01-02 02:43:00,3,870,76.46289560230262,300,20,3,Rainy,13.21259946253024,44.81093431789508,0,Yellow,2,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,323,0.48333333333333334,1.0923270800328946,10,0,0,4,0,2,16
2024-01-02 02:44:00,5,428,72.35930433056333,62,81,18,Rainy,12.193348181567472,48.55491105750848,0,Green,2,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,161,0.6114285714285714,2.0674086951589525,20,0,0,4,0,0,24
2024-01-02 02:45:00,1,392,47.12519580868196,505,56,1,Rainy,30.96031827918427,83.14485202312994,1,Yellow,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,562,0.32666666666666666,1.0472265735262658,10,0,10,4,0,2,26
2024-01-02 02:46:00,1,996,79.14831925101234,615,49,38,Foggy,31.387779384662693,47.89542938258908,0,Green,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,702,0.83,1.7588515389113852,30,0,0,5,0,0,35
2024-01-02 02:47:00,4,948,20.011191690239787,722,73,8,Sunny,30.775988177678204,74.77142899903825,0,Yellow,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,803,1.0533333333333332,0.5002797922559947,40,26,0,0,0,2,68
2024-01-02 02:48:00,1,603,56.83876737640362,70,97,18,Rainy,29.97412256334364,89.40991273532433,0,Green,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,185,0.5025,1.263083719475636,20,0,0,4,0,0,24
2024-01-02 02:49:00,3,403,56.98569064231221,229,25,15,Sunny,19.055709098466505,89.98900316176068,1,Yellow,2,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,269,0.2238888888888889,0.8140812948901743,5,8,10,0,0,2,25
2024-01-02 02:50:00,3,465,47.446583352193294,145,29,24,Foggy,15.436552089784694,62.00878489615989,1,Green,2,1,1,0,0,night,Swami Vivekananda Airport,Highway,Airport,1800,70,198,0.25833333333333336,0.6778083336027614,5,16,10,5,0,0,36
2024-01-02 02:51:00,1,158,43.81687837605757,511,72,47,Foggy,33.22010049994475,79.59334780716587,0,Green,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,630,0.13166666666666665,0.9737084083568349,5,0,0,5,0,0,10
2024-01-02 02:52:00,1,612,47.32298812883646,528,30,17,Windy,17.675004571208348,89.41499207527197,0,Yellow,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,575,0.51,1.051621958418588,20,0,0,2,0,2,24
2024-01-02 02:53:00,4,811,44.89762616478083,600,41,22,Rainy,19.960192054100805,52.480373390518935,0,Green,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,663,0.9011111111111111,1.1224406541195209,40,0,0,4,0,0,44
2024-01-02 02:54:00,1,546,63.829548648937966,796,67,20,Windy,27.48897398629083,45.14457510421835,0,Green,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,883,0.455,1.4184344144208436,10,0,0,2,0,0,12
2024-01-02 02:55:00,4,390,28.12132609839704,277,60,10,Rainy,17.33390199984969,36.85400135053099,0,Green,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,347,0.43333333333333335,0.703033152459926,10,16,0,4,0,0,30
2024-01-02 02:56:00,4,991,31.85835323546781,207,60,38,Foggy,30.47825553902503,38.45397828438757,0,Green,2,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,305,1.1011111111111112,0.7964588308866952,40,8,0,5,0,0,53
2024-01-02 02:57:00,1,432,30.831093703545417,249,69,40,Foggy,11.75086559079453,81.21338181723979,0,Red,2,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,358,0.36,0.6851354156343425,10,16,0,5,0,5,36
2024-01-02 02:58:00,2,582,35.748235107275875,208,77,3,Cloudy,29.779566684723363,65.32338541842444,0,Green,2,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,288,0.582,0.7149647021455174,20,16,0,1,0,0,37
2024-01-02 02:59:00,2,349,51.51550512689499,434,67,24,Cloudy,25.046283065445103,82.42255052354915,0,Red,2,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,525,0.349,1.0303101025378998,10,0,0,1,0,5,16
2024-01-02 03:00:00,4,188,26.67252484029312,29,89,31,Foggy,24.32484110283982,77.3673053419301,0,Red,3,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,149,0.2088888888888889,0.666813121007328,5,16,0,5,0,5,31
2024-01-02 03:01:00,1,408,72.09015771959025,133,16,29,Foggy,21.45942597846652,70.42467780288106,0,Green,3,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,178,0.34,1.6020035048797834,10,0,0,5,0,0,15
2024-01-02 03:02:00,2,885,37.84169187850834,95,18,44,Sunny,16.92613990708556,66.55873151441165,0,Yellow,3,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,157,0.885,0.7568338375701669,30,8,0,0,0,2,40
2024-01-02 03:03:00,1,548,29.75227924812247,695,50,25,Sunny,21.601757135780915,32.900334250685574,0,Yellow,3,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,770,0.45666666666666667,0.6611617610693882,10,16,0,0,0,2,28
2024-01-02 03:04:00,1,434,60.5372785758946,521,69,35,Windy,21.250712800467184,82.33651176019154,0,Green,3,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,625,0.3616666666666667,1.3452728572421022,10,0,0,2,0,0,12
2024-01-02 03:05:00,1,653,22.28517803595916,104,62,33,Cloudy,24.593854719576747,55.07052370078286,0,Red,3,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,199,0.5441666666666667,0.49522617857687024,20,26,0,1,0,5,52
2024-01-02 03:06:00,5,329,57.198113892449854,68,92,8,Cloudy,17.039357146388255,63.58721142428352,0,Yellow,3,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,168,0.47,1.6342318254985673,10,0,0,1,0,2,13
2024-01-02 03:07:00,1,686,61.89190584058999,514,74,11,Foggy,11.939889549403723,31.317210112621243,0,Green,3,1,1,0,0,night,Raipur Railway Station,Commercial,Transit,1200,45,599,0.5716666666666667,1.3753756853464443,20,0,0,5,0,0,25
2024-01-02 03:08:00,5,532,32.89499188320315,857,79,1,Foggy,13.627236165978456,86.16441011176722,0,Green,3,1,1,0,0,night,Jaistambh Chowk,CBD,Business District,700,35,937,0.76,0.9398569109486613,30,0,0,5,0,0,35
2024-01-02 03:09:00,4,958,22.517844406618057,708,29,37,Windy,27.47943578653932,84.1644276655201,0,Red,3,1,1,0,0,night,Magneto Mall,Urban,Commercial,900,40,774,1.0644444444444445,0.5629461101654514,40,26,0,2,0,5,73
2024-01-02 03:10:00,2,160,41.81872153516697,406,24,4,Cloudy,10.562308240888513,62.59668179508633,0,Yellow,3,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,434,0.16,0.8363744307033394,5,8,0,1,0,2,16
2024-01-02 03:11:00,2,915,25.91565381451619,408,74,4,Sunny,31.41107611613575,64.63869799010145,0,Green,3,1,1,0,0,night,AIIMS Raipur,Arterial,Hospital,1000,50,486,0.915,0.5183130762903239,40,26,0,0,0,0,66
